population,pop_density,state,county
21553,63.779411427,21,133
13275,27.493606166,21,135
24549,73.755428529,21,137
9194,29.361760703,21,139
27102,49.078923673,21,141
8210,38.392804494,21,143
65418,263.01498592,21,145
17231,40.372181305,21,147
9207,36.459517574,21,149
92987,212.61316277,21,151
12161,39.426904824,21,153
19273,56.183317457,21,155
31100,102.91018444,21,157
11195,48.754813589,21,159
17070,71.087570437,21,161
28572,93.542822201,21,163
6489,31.873634579,21,165
21933,88.062645826,21,167
10071,34.77065823,21,169
10650,32.328524401,21,171
28157,142.67582816,21,173
13309,34.920123,21,175
30622,65.521513397,21,177
46233,110.73296762,21,179
7269,37.246091312,21,181
23994,40.855834367,21,183
66799,356.7531293,21,185
10901,31.047434231,21,187
4415,22.36465182,21,189
14590,52.641407859,21,191
25758,75.825729411,21,193
57876,73.565241763,21,195
12359,69.051991481,21,197
64979,98.690719695,21,199
2108,21.096602533,21,201
16695,52.74092318,21,203
24460,87.407174054,21,205
17923,70.648526683,21,207
57004,202.30864343,21,209
49024,129.08719229,21,211
18572,79.297915882,21,213
19351,103.63457527,21,215
25769,96.741848124,21,217
12294,32.827507186,21,219
14651,33.180015672,21,221
8471,55.859628715,21,223
14381,41.944729182,21,225
132896,245.32233319,21,227
12095,40.727730409,21,229
20333,44.377379779,21,231
12942,38.970322035,21,233
36264,82.826507636,21,235
7157,32.213986273,21,237
26734,140.62281054,21,239
62045,94.700707541,22,001
25627,33.639535385,22,003
126604,436.47087276,22,005
21891,64.647079959,22,007
40144,48.247980919,22,009
37497,32.398662514,22,011
13241,16.321107385,22,013
127039,151.18027749,22,015
240204,273.24871047,22,017
203436,191.17170445,22,019
9918,18.731242309,22,021
6973,5.4270110836,22,023
9494,13.409082383,22,025
15670,20.758316811,22,027
19259,27.632032472,22,029
27463,31.335221614,22,031
440059,966.32950896,22,033
6861,16.308225429,22,035
19135,42.203110874,22,037
33395,50.416623482,22,039
20015,32.04486506,22,041
22389,34.818184216,22,043
69830,121.63527746,22,045
32511,52.553244991,22,047
15744,27.660580746,22,049
432493,1462.6262651,22,051
31368,48.157393219,22,053
244390,909.31982202,22,055
97614,91.368110492,22,057
14892,23.839232775,22,059
46742,99.0838206,22,061
140789,217.20879605,22,063
10951,17.538307858,22,065
24874,31.290791313,22,067
38158,30.470948387,22,069
390144,2302.6374138,22,071
153279,251.1116736,22,073
23197,29.728545536,22,075
21730,38.99722052,22,077
129648,98.192567737,22,079
8442,21.696681573,22,081
20122,36.208352152,22,083
23884,27.558702689,22,085
47244,125.14573935,22,087
53100,191.17851703,22,089
10132,24.808505345,22,091
21096,86.871546668,22,093
42837,199.87405514,22,095
82124,88.887185914,22,097
53431,72.476146902,22,099
49348,88.821794421,22,101
260419,308.11584066,22,103
134758,170.29739933,22,105
4334,7.1899664276,22,107
110461,89.818254816,22,109
22108,25.210420188,22,111
59511,50.724849878,22,113
47429,35.71682519,22,115
46194,68.987873431,22,117
38340,64.634343586,22,119
26465,137.55753053,22,121
10830,30.112950416,22,123
15568,38.599771755,22,125
13904,14.634460857,22,127
108277,231.38475747,23,001
67055,10.051576727,23,003
295003,352.89761995,23,005
30199,17.795475907,23,007
54987,34.645644241,23,009
122302,140.98712851,23,011
39772,108.92385888,23,013
34634,75.973982205,23,015
57975,27.913480483,23,017
152148,44.786332683,23,019
16785,4.2375349874,23,021
35856,141.18140766,23,023
50484,12.864516179,23,025
39715,54.406293707,23,027
31379,12.244379978,23,029
207641,209.51068713,23,031
70416,166.78822935,24,001
579234,1396.3829343,24,003
827370,1382.729562,24,005
92525,434.00050012,24,009
33406,104.57619239,24,011
168447,376.30966539,24,013
102855,297.01220814,24,015
163257,356.61443653,24,017
31929,59.044178964,24,019
259547,392.93959344,24,021
29014,44.700376478,24,023
255441,584.36625333,24,025
325690,1297.8389407,24,027
19422,70.106751946,24,029
1050688,2130.9408448,24,031
909327,1884.0230157,24,033
50381,135.54566935,24,035
113510,316.45080426,24,037
25616,80.112913384,24,039
37181,138.44689006,24,041
151049,329.96899188,24,043
103609,276.71828694,24,045
52276,111.60503213,24,047
593490,7331.86199,24,510
212990,540.28526702,25,001
124944,134.8010402,25,003
565217,1021.8915565,25,005
17332,167.93707063,25,007
789034,1602.0491904,25,009
70180,100.37204203,25,011
466372,755.86978552,25,013
160830,305.04380266,25,015
1611699,1970.6497636,25,017
11399,246.91891744,25,019
706775,1784.3023037,25,021
521202,791.40182088,25,023
803907,13801.32086,25,025
830622,549.84556659,25,027
10405,15.422689479,26,001
9108,9.9537353438,26,003
118081,143.08457611,26,005
28405,49.670674998,26,007
23324,49.033075604,26,009
14883,40.979861816,26,011
8209,9.1370837718,26,013
61550,111.28294415,26,015
103126,233.18956032,26,017
17766,55.571165291,26,019
153401,270.17675623,26,021
43517,85.931712323,26,023
134159,189.95680754,26,025
51787,105.66504405,26,027
26143,62.793990963,26,029
25276,35.337490386,26,031
37349,23.964595127,26,033
30950,54.840333774,26,035
79595,140.52327145,26,037
14029,25.213726526,26,039
35784,30.555858501,26,041
25239,33.167855677,26,043
110268,191.70294512,26,045
33415,71.472800946,26,047
405813,637.13419012,26,049
25449,50.716810984,26,051
13975,12.679928117,26,053
93088,200.47545154,26,055
40711,71.626301081,26,057
45605,76.243131424,26,059
35684,35.362183822,26,061
30981,37.057663334,26,063
292406,525.85045211,26,065
64697,113.24134529,26,067
25127,45.759969596,26,069
11066,9.490587191,26,071
69872,122.00482816,26,073
158510,225.83595663,26,075
265066,471.66376213,26,077
18038,32.225470771,26,079
656955,773.91239313,26,081
2116,3.9177069113,26,083
11853,20.882984645,26,085
87607,135.40872699,26,087
21761,62.675826362,26,089
98451,131.33472315,26,091
191995,339.66252777,26,093
6229,6.9282314995,26,095
10799,10.567935077,26,097
873972,1823.920056,26,099
24558,45.282773084,26,101
66699,36.869719957,26,103
29144,58.880195562,26,105
43453,78.275742221,26,107
22780,21.819069668,26,109
83156,161.06787449,26,111
15118,26.767574969,26,113
150500,273.96005418,26,115
63888,90.579015271,26,117
9328,17.063162454,26,119
173566,344.43604061,26,121
48980,58.386910952,26,123
1257584,1450.2364112,26,125
26467,49.186194688,26,127
20997,37.261542518,26,129
5720,4.363156261,26,131
23460,41.427818302,26,133
8241,14.568469737,26,135
24668,47.898433306,26,137
291830,517.87771245,26,139
12592,19.115942156,26,141
24019,46.199560286,26,143
190539,237.96434236,26,145
159128,220.60178088,26,147
60964,121.78295348,26,149
41170,42.770877467,26,151
8094,6.906872066,26,153
68122,128.29983954,26,155
52245,64.924742237,26,157
75677,124.50408739,26,159
367601,520.70814112,26,161
1749343,2859.4342735,26,163
33631,59.531806221,26,165
15886,8.7199594104,27,001
356921,845.85743528,27,003
34423,26.175510045,27,005
47188,18.839747795,27,007
40889,100.14532941,27,009
4991,9.9984632989,27,011
67653,90.47132325,27,013
25008,40.922298487,27,015
35871,41.647316916,27,017
105089,296.69689409,27,019
29779,14.731333366,27,021
11800,20.303369878,27,023
56579,136.36792119,27,025
64222,61.444800031,27,027
8818,8.8283642409,27,029
5463,3.7609247106,27,031
11196,17.494488844,27,033
65055,65.161583762,27,035
429021,762.64373784,27,037
20934,47.655467449,27,039
38141,59.899141062,27,041
13653,19.162700747,27,043
21067,24.459645838,27,045
30281,42.815422596,27,047
46340,61.239035106,27,049
5972,10.901861513,27,051
1265843,2285.5562907,27,053
18600,33.692997502,27,055
21491,23.208260523,27,057
40596,93.165624485,27,059
45130,16.919592696,27,061
9846,14.0062449,27,063
16337,31.319489947,27,065
43199,54.176025838,27,067
4298,3.911489357,27,069
12229,3.9388267141,27,071
6623,8.6572817159,27,073
10641,5.0448831546,27,075
3740,2.8817288712,27,077
28887,64.383627747,27,079
5639,10.50520479,27,081
25474,35.657360888,27,083
35893,73.029528206,27,085
5527,9.9073845865,27,087
9336,5.2595400973,27,089
19683,27.631827386,27,091
23222,38.189705925,27,093
26277,45.909623326,27,095
33386,29.673957249,27,097
40062,56.319970769,27,099
8194,11.628222942,27,101
34274,76.400468118,27,103
21629,30.246431716,27,105
6375,7.3041716819,27,107
158293,242.17997944,27,109
58746,29.792220779,27,111
14119,22.898980351,27,113
29579,20.958857302,27,115
9126,19.623444931,27,117
31364,15.912147979,27,119
11249,16.801327639,27,121
550321,3614.7495441,27,123
4055,9.3777358222,27,125
15170,17.266637234,27,127
14548,14.800834367,27,129
66972,135.06823581,27,131
9315,19.307375141,27,133
15165,9.0720458901,27,135
199070,31.864876138,27,137
149013,418.27773972,27,139
97238,224.61508106,27,141
14865,25.244790028,27,143
161075,119.95486531,27,145
36649,85.300632675,27,147
9805,17.396766025,27,149
9266,12.488154938,27,151
24664,26.097102749,27,153
3259,5.6789691015,27,155
21627,41.355721651,27,157
13682,25.512945268,27,159
18612,43.962272694,27,161
262440,682.70748369,27,163
10897,25.053207396,27,165
6207,8.2649846965,27,167
50484,80.630163761,27,169
138377,209.30733641,27,171
9709,12.790126272,27,173
30693,66.385698464,28,001
36953,92.372228,28,003
12297,16.842892656,28,005
18174,24.727984045,28,007
8259,20.311530418,28,009
30628,34.937106621,28,011
14361,24.482865997,28,013
9947,15.831861263,28,015
17103,34.084547719,28,017
8210,19.63194311,28,019
8988,18.440123367,28,021
15541,22.471815104,28,023
19316,47.104613236,28,025
22124,40.04425448,28,027
28065,36.106448403,28,029
18636,45.034236115,28,031
184945,388.28481855,28,033
74897,160.7087323,28,035
7713,13.676416201,28,037
24500,51.18070712,28,039
13586,19.061698139,28,041
20758,49.175348365,28,043
47632,100.49706734,28,045
208080,362.73502365,28,047
231840,266.53483115,28,049
17010,22.479955521,28,051
8064,19.268154104,28,053
1327,3.2127211451,28,055
23390,43.900550469,28,057
143617,198.69615004,28,059
16383,24.226590338,28,061
6990,13.444036679,28,063
11128,27.244699908,28,065
68098,98.009284839,28,067
9742,12.714988419,28,069
54019,85.514469568,28,071
63343,127.53420101,28,073
74125,105.33991289,28,075
12586,29.228846945,28,077
22786,39.090929753,28,079
85436,189.87249178,28,081
28183,47.440181907,28,083
34153,58.260962685,28,085
58595,115.9279,28,087
106272,148.73165309,28,089
24573,45.305490493,28,091
35294,49.978391123,28,093
35252,46.075711377,28,095
9775,24.018344857,28,097
29118,51.072172722,28,099
21018,36.372465058,28,101
10417,14.985073815,28,103
49587,108.21201709,28,105
34192,49.902573387,28,107
55535,68.45154097,28,109
11973,18.499476747,28,111
39288,96.054561794,28,113
32174,64.637114568,28,115
25126,60.546741636,28,117
6792,16.769884482,28,119
155271,200.22178346,28,121
28124,46.163081769,28,123
4321,10.008801405,28,125
26658,45.247071086,28,127
15916,25.01462249,28,129
18336,41.15965934,28,131
25110,35.986645721,28,133
13809,21.401899377,28,135
28321,69.96925998,28,137
22015,48.086327833,28,139
19383,45.682011867,28,141
9632,21.1842105,28,143
28815,69.332278998,28,145
14286,35.367668867,28,147
45381,77.109021141,28,149
43909,60.510539926,28,151
20183,24.895267243,28,153
9689,23.006334151,28,155
8630,12.726618613,28,157
17955,29.567667395,28,159
12108,25.918831808,28,161
29690,32.189892424,28,163
25343,44.671131616,29,001
17712,40.940176015,29,003
5143,9.3972906116,29,005
25388,36.674883278,29,007
35789,45.996873574,29,009
11754,19.853718018,29,011
16172,19.328436321,29,013
19443,27.616221732,29,015
12133,19.635728617,29,017
180463,263.23792216,29,019
87364,213.99931143,29,021
42478,61.148432096,29,023
9020,21.154235866,29,025
44743,53.612240095,29,027
46305,70.582263849,29,029
78871,136.32740613,29,031
8679,12.494570616,29,033
5982,11.790479403,29,035
105780,151.84868186,29,037
14349,30.242182817,29,039
7426,9.8858060775,29,041
88595,157.46085469,29,043
6797,13.469902318,29,045
249948,628.53851175,29,047
20387,48.661263911,29,049
76745,196.00416998,29,051
17709,31.357063255,29,053
23920,32.216496676,29,055
7561,15.430285339,29,057
16878,31.200586164,29,059
8278,14.696013434,29,061
12547,29.777552496,29,063
15573,20.687849425,29,065
13185,16.205291803,29,067
29131,53.83678693,29,069
103967,112.68290408,29,071
14706,28.334995611,29,073
6571,13.371403179,29,075
293086,433.99134554,29,077
9850,22.628482873,29,079
8352,11.559592485,29,081
21824,31.313821239,29,083
9544,23.931304507,29,085
4403,9.5160268006,29,087
10001,21.563161223,29,089
40117,43.26456481,29,091
10125,18.400244116,29,093
703011,1162.931543,29,095
121328,190.0185214,29,097
225081,342.86704813,29,099
54062,65.193056194,29,101
3959,7.8550222824,29,103
35723,46.719314795,29,105
32708,52.046688119,29,107
38355,62.698438166,29,109
9776,19.356807308,29,111
59013,94.184155997,29,113
11920,19.363587929,29,115
15227,28.60590525,29,117
22837,42.33149127,29,119
15117,18.867769507,29,121
12088,24.450448455,29,123
8697,16.503529137,29,125
28530,65.297661358,29,127
3617,7.96985334,29,129
25619,43.231385744,29,131
13180,32.022690754,29,133
16132,38.869666034,29,135
8644,13.346540623,29,137
11551,21.588757537,29,139
20627,34.514395664,29,141
17076,25.303107644,29,143
58236,93.214223988,29,145
22092,25.19145179,29,147
10529,13.331281979,29,149
13615,22.44552221,29,151
9174,12.314564686,29,153
15805,32.083799368,29,155
19136,40.341082461,29,157
42339,62.060204177,29,159
44573,66.349948124,29,161
18302,27.298538048,29,163
104418,248.74104911,29,165
32149,50.586398876,29,167
52607,96.154009665,29,169
4696,9.0776127673,29,171
10309,21.943997437,29,173
24748,51.268681755,29,175
23018,40.466991263,29,177
6270,7.755320204,29,179
13288,21.107767682,29,181
402022,717.24099366,29,183
9397,13.921868747,29,185
17894,35.848721732,29,186
67215,148.74295845,29,187
994205,1959.2565868,29,189
22761,30.127358442,29,195
4660,15.164085097,29,197
4902,11.230055778,29,199
38280,91.144708953,29,201
8166,8.1349161498,29,203
5930,11.839555224,29,205
29025,35.257978342,29,207
31952,68.879713742,29,209
6089,9.3968690767,29,211
55928,88.441821947,29,213
25398,21.573721249,29,215
20563,24.882881679,29,217
35649,83.174037337,29,219
24730,32.545209763,29,221
12873,16.9563298,29,223
39592,66.814815375,29,225
2013,7.5498265512,29,227
18289,26.825578604,29,229
300576,4868.1340932,29,510
9453,1.7054905801,30,001
13319,2.6649647236,30,003
6681,1.5805077967,30,005
6237,5.2308066018,30,007
10725,5.2375714543,30,009
1252,0.3747967343,30,011
81366,30.155952191,30,013
5635,1.4184887736,30,015
11402,3.013764257,30,017
1690,1.1851196078,30,019
8613,3.6312389346,30,021
9140,12.406969979,30,023
2846,1.7561456253,30,025
11050,2.5464764323,30,027
103806,20.405340238,30,029
114434,43.928342984,30,031
1258,0.2690011688,30,033
13753,4.5920690096,30,035
821,0.6990668972,30,037
3379,1.9563885246,30,039
16484,5.6857649916,30,041
12221,7.375987558,30,043
2007,1.0734417522,30,045
30458,20.43520938,30,047
69432,20.076447454,30,049
2337,1.6342849988,30,051
19980,5.5307416997,30,053
1664,0.6297721681,30,055
8600,2.3967733878,30,057
1862,0.778470989,30,059
4397,3.6052229198,30,061
119600,46.124019179,30,063
4633,2.4789219461,30,065
16606,5.9254860741,30,067
487,0.2941488054,30,069
3954,0.7691891173,30,071
5911,3.6385085471,30,073
1682,0.5099757071,30,075
6890,2.9621132115,30,077
1077,0.6201763872,30,079
43806,18.321220792,30,081
10803,5.1823990582,30,083
11004,4.673400701,30,085
8937,1.7844965407,30,087
12113,4.3881307444,30,089
3309,1.9745695867,30,091
34915,48.629261015,30,093
9642,5.3663673795,30,095
3737,2.0140071587,30,097
6147,2.706018259,30,099
4736,2.4730862096,30,101
696,0.7118014976,30,103
7396,1.5013905822,30,105
2126,1.4945719367,30,107
969,1.0892884993,30,109
161300,61.249907888,30,111
31363,55.679831279,31,001
6298,7.3475479016,31,003
463,0.6472314918,31,005
745,0.9983775724,31,007
465,0.6542953464,31,009
5192,7.5624083429,31,011
10783,10.027968985,31,013
1919,3.554133884,31,015
2955,2.4194428544,31,017
49659,51.288943727,31,019
6459,13.139109944,31,021
8016,13.704882904,31,023
26248,47.094049154,31,025
8402,11.350329765,31,027
3924,4.387207494,31,029
5689,0.954496825,31,031
8910,7.4480483993,31,033
6203,10.838920036,31,035
10709,26.015018698,31,037
8846,15.505024462,31,039
10777,4.1842776759,31,041
20026,75.777798743,31,043
8589,6.1504484647,31,045
23595,23.290165082,31,047
1794,4.0786529296,31,049
5636,11.837592757,31,051
36565,69.112622959,31,053
571327,1750.3315009,31,055
1693,1.8408607909,31,057
5462,9.4930130495,31,059
2979,5.1735299796,31,061
2627,2.6953783193,31,063
4676,6.5022866052,31,065
21513,25.265967619,31,067
1837,1.0771377764,31,069
1969,3.4584500432,31,071
1990,4.3435071587,31,073
623,0.8019369864,31,075
2356,4.1347027685,31,077
61353,112.28771136,31,079
9324,17.20619293,31,081
3380,6.1069654585,31,083
922,1.2930155474,31,085
2762,3.8904555632,31,087
10067,4.1730281313,31,089
682,0.9456983962,31,091
6445,11.320165882,31,093
7046,12.357694844,31,095
5071,13.48410132,31,097
6495,12.58128098,31,099
8034,7.5678204537,31,101
806,1.0425883086,31,103
3632,3.8157442794,31,105
8332,7.5168493371,31,107
319090,380.97565271,31,109
34914,13.616300202,31,111
748,1.3107617489,31,113
664,1.1783048481,31,115
494,0.5751044011,31,117
35099,61.295214342,31,119
7755,15.961657454,31,121
4642,3.2602041376,31,123
3519,7.968788082,31,125
6972,17.114383308,31,127
4148,7.2119658497,31,129
16012,26.007704072,31,131
2613,6.0615950811,31,133
2891,3.2728226159,31,135
9034,16.736150368,31,137
7148,12.469282269,31,139
33470,49.651397125,31,141
5213,11.892442783,31,143
10724,14.956643484,31,145
7865,14.252296288,31,147
1357,1.3458392551,31,149
14224,24.777834741,31,151
187196,786.03485862,31,153
21578,28.797915551,31,155
35618,48.170429466,31,157
17284,30.246948434,31,159
5246,2.1491544553,31,161
3001,5.3037264658,31,163
1166,0.5641847968,31,165
5920,13.844441815,31,167
5003,8.7189595068,31,169
722,1.0127640743,31,171
7224,18.354415058,31,173
4158,7.3189816923,31,175
20729,53.157082836,31,177
9385,21.189121524,31,179
3487,6.0652647493,31,181
783,1.3613051506,31,183
13679,23.893031935,31,185
24909,5.0315934926,32,001
2266715,287.22956575,32,003
48905,68.907305178,32,005
52778,3.0732329381,32,007
873,0.2437261341,32,009
2029,0.4859079236,32,011
16831,1.7458110839,32,013
5532,1.0023106655,32,015
5183,0.487427051,32,017
57510,28.737262348,32,019
4505,1.2004236421,32,021
46523,2.5587515174,32,023
6725,1.1140398122,32,027
4123,15.619160642,32,029
471519,74.652791386,32,031
9580,1.0780196709,32,033
55916,386.53062391,32,510
61303,152.5541781,33,001
48910,52.486314757,33,003
76085,107.66103741,33,005
31563,17.588023557,33,007
89886,52.607970005,33,009
417025,475.76907022,33,011
151391,162.28312683,33,013
309769,445.46308918,33,015
130633,355.49211654,33,017
43146,80.265104847,33,019
263670,474.6408252,34,001
932202,4004.5571387,34,003
445349,557.17907045,34,005
506471,2288.1000494,34,007
92039,365.9844659,34,009
149527,309.34872587,34,011
798975,6336.819561,34,013
291636,905.76706199,34,015
672391,14555.938983,34,017
124371,290.70129177,34,019
367430,1637.0943852,34,021
825062,2668.2428893,34,023
618795,1321.6980276,34,025
491845,1067.0035589,34,027
607186,966.33708117,34,029
501826,2697.8238848,34,031
62385,187.98501269,34,033
328934,1089.6673742,34,035
140488,270.81851695,34,037
556341,5413.6512622,34,039
105267,295.24915188,34,041
679121,584.81475658,35,001
3527,0.5093739202,35,003
64615,10.649933773,35,005
26675,5.8755708181,35,006
11941,3.1775091604,35,007
48954,34.829990059,35,009
1748,0.7524405615,35,011
218195,57.29626104,35,013
58460,13.997886242,35,015
26998,6.8156016916,35,017
4300,1.4192488889,35,019
625,0.2940514703,35,021
4198,1.2208692786,35,023
71070,16.183646715,35,025
19572,4.0512386308,35,027
19369,177.36131825,35,028
23709,7.995808434,35,029
71367,13.093231143,35,031
4521,2.3470481057,35,033
67490,10.206331194,35,035
8253,2.8716526292,35,037
38921,6.6408197872,35,039
18500,7.5632109614,35,041
146748,39.553538726,35,043
123958,22.467540524,35,045
27277,5.7771715417,35,047
150358,78.705888768,35,049
10791,2.5808402227,35,051
16637,2.5031646355,35,053
32723,14.858065134,35,055
15461,4.6218283705,35,057
4059,1.0611590963,35,059
76688,71.889786821,35,061
305506,584.33256541,36,001
46091,44.77637219,36,003
1418207,33726.504271,36,005
190488,269.88239734,36,007
76117,58.181057809,36,009
76576,110.72575473,36,011
126903,119.69102866,36,013
83456,204.87412967,36,015
47207,52.828329489,36,017
80485,77.556663383,36,019
59461,93.689022044,36,021
47581,95.396124759,36,023
44135,30.597824625,36,025
294218,369.78375908,36,027
918702,881.05768715,36,029
36885,20.55884778,36,031
50022,30.703152587,36,033
53383,107.74438361,36,035
57280,116.20104734,36,037
47188,72.915339799,36,039
4416,2.5713611478,36,041
61319,43.441185009,36,043
109834,86.571938376,36,045
2559903,36901.373131,36,047
26296,20.6301086,36,049
62914,99.585045201,36,051
70941,108.33200053,36,053
741770,1129.2528105,36,055
49221,122.10117072,36,057
1356924,4767.2768183,36,059
1628706,71874.138732,36,061
209281,400.65064847,36,063
228671,188.62097719,36,065
460528,591.64396863,36,067
109777,170.44802449,36,069
384940,473.88006089,36,071
40352,103.132638,36,073
117124,123.07519405,36,075
59493,59.389832161,36,077
98320,426.87222133,36,079
2253858,20719.741247,36,081
158714,243.25640923,36,083
476143,8277.8254914,36,085
325789,1878.3505416,36,087
107740,40.208969052,36,089
229863,283.78298772,36,091
155299,759.10726707,36,093
30999,49.852132934,36,095
17807,54.232858875,36,097
34016,105.08188284,36,099
95379,68.590607713,36,101
1476601,1619.4232899,36,103
75432,77.914576302,36,105
48203,92.9464711,36,107
102180,215.27841332,36,109
177573,157.94992078,36,111
63944,73.734692899,36,113
61204,73.636188916,36,115
89918,148.91272452,36,117
967506,2246.9377106,36,119
39859,67.244018547,36,121
24913,73.674655804,36,123
169509,400.30913458,37,001
37497,144.22752207,37,003
11137,47.509157206,37,005
24446,45.997713289,37,007
27203,63.996291002,37,009
17557,70.983871115,37,011
46994,56.476894512,37,013
18947,27.0990253,37,015
32722,37.402377212,37,017
142820,168.18324189,37,019
261191,397.85567395,37,021
90485,178.74051206,37,023
216453,599.16695849,37,025
82178,174.14608166,37,027
10867,45.217221115,37,029
69473,136.8649266,37,031
22604,53.140025642,37,033
159551,397.51319692,37,035
74470,109.23828497,37,037
28612,62.808841651,37,039
13943,80.755419153,37,041
11231,52.241235419,37,043
97947,210.99489475,37,045
55508,59.169334048,37,047
102139,144.5555646,37,049
335509,514.14058616,37,051
27763,106.0010731,37,053
37009,96.571562372,37,055
167609,302.99227737,37,057
42846,162.48352625,37,059
58741,72.096173339,37,061
321488,1122.1784672,37,063
51472,101.83748118,37,065
382295,937.43532337,37,067
69685,141.69366231,37,069
224529,631.14399141,37,071
11562,33.944753913,37,073
8441,28.910878119,37,075
60443,113.6165962,37,077
21069,78.988600799,37,079
537174,831.63473721,37,081
50010,69.099584032,37,083
135976,228.52258588,37,085
62317,112.57496366,37,087
117417,314.8389384,37,089
23677,67.042594974,37,091
55234,141.58061619,37,093
4937,8.0624447293,37,095
181806,316.57176203,37,097
43938,89.467275583,37,099
209339,264.5772215,37,101
9419,19.982272598,37,103
61779,242.21173834,37,105
55949,140.19255974,37,107
86111,291.06950124,37,109
45756,104.00162297,37,111
35858,69.548935776,37,113
21755,48.385830401,37,115
22440,49.164708645,37,117
1110356,2120.6952358,37,119
14964,67.633735428,37,121
27173,55.281668343,37,123
100880,144.59422488,37,125
94298,174.4825438,37,127
234473,1219.6196066,37,129
19483,36.302998216,37,131
197938,259.73695195,37,133
148476,373.46914676,37,135
12726,37.818061616,37,137
39824,175.52892186,37,139
63060,72.374972057,37,141
13463,54.468411395,37,143
39490,100.65405418,37,145
180742,277.05461555,37,147
20724,87.190319676,37,149
143667,183.6394736,37,151
44829,94.637987543,37,153
130625,137.89527245,37,155
91010,160.89779213,37,157
142088,277.79772419,37,159
67029,118.54362688,37,161
63531,67.178650753,37,163
34823,109.114949,37,165
62806,158.94886275,37,167
45591,101.53575237,37,169
71783,134.49000846,37,171
14271,27.042314753,37,173
34385,90.880676848,37,175
4016,10.276999845,37,177
239859,379.08988838,37,179
44535,176.44596321,37,181
1111761,1331.7237897,37,183
19731,45.9511292,37,185
11580,33.418969015,37,187
56177,179.80064953,37,189
123131,222.29064897,37,191
68412,90.667151638,37,193
81801,222.55826689,37,195
37667,112.4582325,37,197
18069,57.803747003,37,199
2216,2.2439446909,38,001
10415,6.9826302577,38,003
6832,4.9202224485,38,005
928,0.8080185878,38,007
6282,3.7653365145,38,009
3024,2.6028380851,38,011
2115,1.9165435738,38,013
95626,58.569438582,38,015
181923,103.07635096,38,017
3762,2.526436758,38,019
4872,4.3058137771,38,021
2264,1.7955742141,38,023
4424,2.2026478757,38,025
2287,3.6287835623,38,027
3241,2.1463537588,38,029
3210,5.062455206,38,031
1761,1.7594426897,38,033
69451,48.35661488,38,035
2274,1.3705126727,38,037
2231,3.1482178371,38,039
2499,2.2071308895,38,041
2480,1.8355932571,38,043
4046,3.5305251505,38,045
1850,1.8637942708,38,047
5745,3.0657294702,38,049
2497,2.5621736828,38,051
15024,5.4432148968,38,053
9450,4.4781226172,38,055
8187,7.8511219771,38,057
31364,16.285476694,38,059
10545,5.7772635601,38,061
2879,2.9323241254,38,063
1959,2.7117793628,38,065
6801,6.0794980653,38,067
3975,3.9036233971,38,069
11519,9.717556674,38,071
5218,6.0500494685,38,073
2327,2.652564885,38,075
16177,11.267876644,38,077
14176,15.700671564,38,079
3898,4.5405655376,38,081
1315,1.352566361,38,083
4230,3.8663624335,38,085
750,0.6171496478,38,087
31489,23.588801262,38,089
1890,2.6539618012,38,091
20704,9.3181363293,38,093
2189,2.1357994531,38,095
8036,9.3239016358,38,097
10641,8.3028581594,38,099
67641,33.603256116,38,101
3834,3.0176315294,38,103
37589,18.092542376,38,105
27698,47.438873099,39,001
102351,254.28582804,39,003
53484,126.45126569,39,005
97241,138.50558787,39,007
65327,129.71315915,39,009
45656,113.745286,39,011
67006,125.921388,39,013
43432,88.633628207,39,015
383134,821.24422469,39,017
26914,68.204307406,39,019
38885,90.642221337,39,021
134083,337.84492931,39,023
206428,456.57870505,39,025
41968,102.69035818,39,027
101883,191.53930458,39,029
36600,64.898306838,39,031
41494,103.27400791,39,033
1235072,2701.4936537,39,035
51113,85.458901208,39,037
38087,92.567806459,39,039
209177,472.01280004,39,041
74266,295.43396577,39,043
157574,312.39289873,39,045
28525,70.19621917,39,047
1316756,2473.1942743,39,049
42126,103.90010953,39,051
29898,64.085817031,39,053
93649,233.94676271,39,055
168937,408.43064059,39,057
38875,74.436982464,39,059
817473,2016.4246124,39,061
75783,142.63018728,39,063
31365,66.690088634,39,065
15040,37.382149104,39,067
27006,64.916674805,39,069
43161,78.037021703,39,071
28264,67.083076061,39,073
43960,104.03441376,39,075
58266,118.54863142,39,077
32413,77.116814064,39,079
65325,160.06153277,39,081
62322,118.59439775,39,083
230149,1003.8327763,39,085
59463,131.15757201,39,087
176862,259.16185882,39,089
45672,99.609680758,39,091
309833,630.77076244,39,093
428348,1261.1260995,39,095
44731,96.028141938,39,097
228683,555.73386662,39,099
65093,161.19786926,39,101
179746,426.48703678,39,103
22907,53.259514452,39,105
41172,89.031394041,39,107
106987,263.18253318,39,109
13654,29.961166323,39,111
531687,1152.0393866,39,113
14508,34.839325289,39,115
35328,86.986162943,39,117
86215,129.73521066,39,119
14424,36.240107909,39,121
40525,159.10019022,39,123
18672,44.837747104,39,125
36134,88.578059893,39,127
58457,116.62750047,39,129
27772,63.07778965,39,131
162466,333.32935278,39,133
40882,96.368359631,39,135
33861,70.171815753,39,137
121154,244.65823607,39,139
76666,111.24118125,39,141
58518,143.34021742,39,143
75314,123.41902648,39,145
55178,100.13676504,39,147
48590,119.18202353,39,149
