state_fips,county_fips,median_household_income,pct_households_below_poverty,pct_pop_over_65,pct_pop_uninsured,pct_pop_using_public_transit,pop_density
13,211,62530,8.2,18.9,11.8,0.1,55.485929007
13,213,45238,12.1,14.1,16.9,0.2,116.39102014
13,215,45389,16.1,12.6,12.9,1.5,904.33168193
13,217,53309,14.5,12.3,12.3,0.5,408.12156823
13,219,88308,4.9,14.5,6.8,0,218.51540925
13,221,44927,13.5,18.1,12.1,0.2,34.753603574
13,223,66467,7.4,10.1,10.9,0.4,540.02982095
13,225,42802,18.1,15.1,13.5,1.7,183.29249658
13,227,64512,5.7,20.8,11.2,0.6,140.44249934
13,229,44167,19,16.6,16.5,0.3,57.174392586
13,231,58765,9.2,15.3,13.1,0,87.752048679
13,233,43491,14.4,15.1,15.3,0.4,137.31381163
13,235,38770,21.5,18.9,15.2,0,44.680007989
13,237,51245,8.9,23,13.8,0,64.172226769
13,239,30000,22.8,26.7,21.8,0,15.201265389
13,241,40902,14.5,26.9,18.4,0.2,46.298679791
13,243,30914,28.9,21.2,16.2,0.7,15.827719353
13,245,40644,18.3,13.2,13.6,1.6,624.41570879
13,247,57049,12.4,13.4,13.6,1.2,700.17769965
13,249,41276,20.7,16.6,16.7,0,31.49628518
13,251,37588,18.2,17.7,14.1,0,21.626845678
13,253,34338,22.3,22.1,16.2,1.2,34.058009568
13,255,42671,16.8,17.1,15.5,0.3,340.33316973
13,257,43416,10.8,19.1,15.5,0,144.71096476
13,259,25385,29.5,15.1,16.4,0,14.432745408
13,261,36205,21.7,15.9,12.4,0.1,61.141832579
13,263,36213,13.4,22.6,15.8,0.2,15.828711442
13,265,31797,19.8,24.7,13.2,0,7.8979492606
13,267,38034,16.7,13.5,13.5,0.1,52.588936502
13,269,33442,22.3,18.7,19,0.3,21.290923576
13,271,30288,25,16.9,11.4,0,36.267388825
13,273,38015,28.2,18.3,18.3,0.6,25.409627259
13,275,40112,17.1,17.2,15.8,0.1,81.61793304
13,277,42790,18.7,14.3,19.3,0.3,155.79031876
13,279,36575,17.1,16.2,16.6,0.5,73.706990666
13,281,43927,11.3,34,10.9,0.2,72.309950917
13,283,37606,13.9,19.2,19.9,0,34.603078806
13,285,43850,16.6,14.2,12.7,0.2,168.89065797
13,287,38341,29.8,18,15,0.2,27.976777812
13,289,33037,19.2,21.2,14.1,1,22.602039493
13,291,44978,9.7,32.1,12.5,0,76.100933259
13,293,36529,17.4,18,13.3,0.5,81.368499194
13,295,43650,13.1,18.1,13.2,0.1,156.27806989
13,297,58370,9.6,15,11.2,0.1,289.43893691
13,299,39887,17.6,16.6,15.4,0.6,39.738681805
13,301,34730,21.7,20.9,13.6,0.1,18.476713947
13,303,38092,21.5,16.7,12,1,30.027404572
13,305,44869,14.3,15,17.8,0,46.619857609
13,307,35755,19.3,20.9,11.6,0,12.452439924
13,309,27626,21.8,13.9,16.7,0,26.583004569
13,311,46288,10.2,21.5,12.5,0.1,127.92876454
13,313,46970,13.2,13.5,17.5,0,360.24224386
13,315,36077,15.5,16.4,16.6,0.4,22.855356522
13,317,35106,18.5,22.8,15.6,0.1,20.824246163
13,319,37583,19.9,18.2,9.9,0.3,19.932576164
13,321,46076,17.4,18.1,17.6,0,35.476726848
15,1,59297,11.9,19.3,5.2,1.2,50.022473825
15,3,82906,5.7,16.9,3.6,8.4,1622.7267286
15,5,61875,25,16,2.9,0,7.1718016358
15,7,78482,6.3,18.8,4.9,0.9,116.62341805
15,9,77117,6.6,16.9,5.1,2.7,144.13488696
16,1,63137,6.7,13.5,8.3,0.4,457.77677936
16,3,45319,6.5,28.1,16.6,0.8,3.1508540036
16,5,49739,11.4,13.4,8.9,1.4,78.929151368
16,7,54265,12.5,20.5,6.3,0.5,6.2773658062
16,9,46507,9.5,21.9,12.7,0.6,11.96759507
16,11,51288,9.8,13.7,11,1.9,22.357037187
16,13,51968,10.8,17.3,14.1,2.3,8.7275555573
16,15,53942,9.5,24.5,10.1,0.3,4.1225429927
16,17,48710,9.6,23,11.6,0.5,26.389392882
16,19,56609,8.9,12.7,8.7,3.1,63.806604204
16,21,43507,10.9,21.1,19.2,0.4,9.65177045
16,23,42250,12.5,21.8,12.4,0.9,1.1611962075
16,25,38393,13.6,23.5,12.9,0,1.029570572
16,27,49143,10.3,13.2,14.7,0.3,391.53410967
16,29,59611,6,16.5,7.8,0,4.0556768849
16,31,50918,11,13.6,15.7,0.3,9.3661953988
16,33,35341,14.2,10.3,27.4,0,0.4792572274
16,35,42348,9.8,26.1,11.1,0.2,3.5632406956
16,37,39957,15.8,30,11.8,1.2,0.8766446642
16,39,46715,10.5,12.9,11.8,0.5,8.9464372041
16,41,56613,10.6,13.6,10.4,0.8,20.928511828
16,43,53311,11.8,16.5,10.7,1.2,7.0275126439
16,45,43001,14.4,21.3,17,0.1,32.356177425
16,47,48638,11.1,16.7,16.6,0.3,20.812506505
16,49,39113,9,26.1,10.9,0.6,1.9660280113
16,51,60162,5.5,10.8,9.6,2.3,27.312384314
16,53,49306,13.7,12.5,19.7,0.5,40.858854222
16,55,54457,9.3,18,10.3,0.3,133.8663393
16,57,45466,9,12.6,6.9,0.8,37.27969564
16,59,37921,6.6,28.7,12.5,0.1,1.7588825118
16,61,41326,8.4,24.3,14.5,0.6,8.0155129595
16,63,48222,8.9,12.4,22.2,1.2,4.4665908139
16,65,36031,28.1,6.4,7.2,0.6,85.041109855
16,67,50663,14.1,15.6,19.6,0.1,27.792751447
16,69,54174,9,19.4,10.3,0.3,47.632942636
16,71,51058,9,19.2,7.4,0,3.779136259
16,73,40430,17.1,17.5,23.9,0.3,1.5418208549
16,75,50289,9.8,17.3,12.9,0.1,58.863243267
16,77,49985,7.3,15.7,15.3,0,5.4714759693
16,79,39091,11.6,22.3,16.6,0.5,4.8843098868
16,81,68818,4.6,10.2,9.4,1,27.036844278
16,83,50778,10.5,14.9,11.7,0.3,45.208745419
16,85,55299,3.6,23.4,14.7,0.8,3.1082233059
16,87,37206,13.6,24,15.1,0,7.0165419169
17,1,51398,8.2,19.5,4.7,0.6,76.519560184
17,3,34709,22.9,20.3,6.8,2.1,24.473855357
17,5,58097,7.9,17.5,6.1,0.2,43.187795669
17,7,66898,7.8,14.8,6.3,0.2,190.70683907
17,9,58762,6.3,14.2,5.9,0.5,21.515944816
17,11,55940,9.5,21,4.9,0.5,37.542669859
17,13,54392,9.3,22.9,2.9,1.4,18.669812165
17,15,51228,9,24.3,6.1,1,32.11673175
17,17,51997,10.9,16.7,7.1,0.3,32.327006058
17,19,51692,9.5,11.9,4.8,6.4,210.50729637
17,21,52415,9.1,19.1,4.9,0.6,45.531319283
17,23,54158,9.9,19.1,5.5,0,30.797315124
17,25,48691,12.4,19.7,7.9,1.1,28.154649273
17,27,65010,6.4,16.2,4.8,1,79.254531794
17,29,44071,13.4,16.1,6.3,0.9,99.592136412
17,31,62088,11.4,13.9,9.5,19,5450.3843595
17,33,49233,9,18.4,6.3,0.4,42.076580411
17,35,53376,10.3,18.8,4.7,0.2,31.120672586
17,37,61086,9.5,11.9,5.9,1.8,166.15067683
17,39,55591,8.3,18.3,4.8,0.1,39.334840021
17,41,54218,11.1,17.3,14.5,0,46.718229094
17,43,88711,4.8,14.5,5.9,7.1,2815.8528427
17,45,51109,9.7,21,5.5,0.3,27.531445419
17,47,49766,8,20.5,5.6,0.1,28.754539444
17,49,56293,8.6,16.8,5.4,0.4,71.032076133
17,51,44432,13.9,18.3,8.1,0.8,29.780643438
17,53,51120,12.2,18.6,6.3,0.2,26.690862654
17,55,41414,15.2,19.8,6.5,0.4,94.074307236
17,57,50180,11.6,19.6,6.1,0.2,39.667635105
17,59,42500,14.4,23.5,3.6,0.2,14.947822627
17,61,46052,10.6,18.8,6.4,0.2,23.882255596
17,63,74140,6.9,13.3,4.2,0.8,122.10203892
17,65,56862,5.5,21,6.2,1.2,18.67260633
17,67,51549,7.6,22.4,3,0.4,22.309337817
17,69,43081,9,21.3,8.6,3.5,21.540244686
17,71,52712,5,24.7,6.7,0.3,17.545059174
17,73,57250,8.7,19.9,4.4,0.1,59.428708102
17,75,51825,10,20.9,6,0.2,24.265366799
17,77,37802,15.2,14.3,7.4,1.7,97.246239961
17,79,54951,9.4,18.7,7.3,0.1,19.429302478
17,81,47617,14.1,18.3,5.7,0.9,65.972900584
17,83,56747,6,18.6,5.3,0.1,58.900059082
17,85,57083,5.6,26.4,4.7,0.9,35.337261018
17,87,50923,7.7,20.4,3.6,0.1,36.123786904
17,89,76912,7.3,12.6,8.8,2.6,1025.1137169
17,91,57981,10.5,15.9,5.9,1.5,162.39877206
17,93,91764,3.5,9.6,4.4,2.8,402.79407915
17,95,43709,11.2,20.4,5.6,0.3,69.374739081
17,97,86244,6.2,13.2,7,4.5,1569.1260633
17,99,56243,9.9,18.1,4.9,0.3,95.729465059
17,101,45654,13.9,17.1,7.8,0.1,42.12493578
17,103,57901,5.9,18.5,4.5,0.6,47.042800536
17,105,56200,10,18.3,5.1,0.2,34.157766537
17,107,57899,5.1,17.7,5,0.5,46.303240843
17,109,43724,10.2,16.6,5.1,1.5,50.366264505
17,111,84803,5.1,13.5,5.4,2.7,510.07020571
17,113,65813,7.6,12.3,3.8,1.2,144.95426442
17,115,50444,11.8,18.9,4.9,1.5,179.14804066
17,117,53778,9.3,19.2,4.4,0.3,52.059522393
17,119,57890,10,16.5,5.2,1.8,367.52447012
17,121,46102,14,19.1,6.5,0.3,64.982627613
17,123,55901,8.9,22.7,3.7,0,29.569778959
17,125,45596,12.3,21.7,4.8,0,24.768617548
17,127,42604,14.1,21.1,4.5,0.8,58.050474498
17,129,69102,6.9,18.8,2.4,0.1,38.792438458
17,131,58011,9.3,20.8,2.4,0,27.505176669
17,133,81268,3.7,16.7,2.9,0.3,89.890218553
17,135,50304,11.7,19.6,4.1,0.5,40.37463679
17,137,48508,10.7,19.3,4.2,0.4,59.157679676
17,139,59623,6.1,18.4,14.9,0.1,43.162778934
17,141,59707,6.5,17.8,5.5,0.3,66.753786025
17,143,54770,11.6,16,5.8,2,289.59864737
17,145,48298,11.9,18,3.8,0.7,47.338086834
17,147,69271,3.5,18.9,3.7,0.6,37.214117327
17,149,42664,9.5,20.3,5,0.1,18.71771172
17,151,40671,9.6,29.2,3.5,1.2,11.3242727
17,153,33799,12,21.2,3.4,0.3,26.766584671
17,155,65034,4.1,22.2,2.5,0,35.847017731
17,157,52107,8.2,18,5.5,0.1,55.237769219
17,159,48724,8.9,19.8,4.5,0.5,43.087580814
17,161,52630,11.5,18.3,5.9,1.5,331.91723838
17,163,53681,12.1,14.8,6.6,3.7,394.83773394
17,165,41167,18.2,19.7,5.1,0.6,61.820001107
17,167,60466,10.9,16.7,4.2,1.6,224.20718355
17,169,46151,6.6,21.3,13.9,0.6,15.476773913
17,171,53973,10.1,19.4,4,0.9,19.741648421
17,173,51157,8.8,21.5,4.3,0.3,28.521693745
17,175,52260,10.7,21.5,6.6,0.6,18.542654276
17,177,48016,9.9,21.4,5.5,0.8,78.862673903
17,179,62342,5.8,17.8,3.7,0.6,203.88278094
17,181,49182,12,20,5.7,0.5,40.281928891
17,183,45384,15,18.3,6.1,0.8,84.333088722
17,185,51432,8.3,19.8,6.2,0.2,51.584466676
17,187,49607,9,18.3,3.4,0.9,31.05548238
17,189,59469,5.4,19.3,3.6,0.8,24.684183229
17,191,49764,10.5,20.8,7.6,0.8,22.715501847
17,193,47773,8.4,21.5,5.5,0.1,27.348431398
17,195,53828,7.3,19.9,4.9,0.3,80.653498449
17,197,83504,5.4,12.1,5.6,3.8,826.37524942
17,199,49053,10.1,18.1,5.7,0.7,158.48353042
17,201,52743,11.6,16.6,6.6,1.3,550.65493316
17,203,71867,5.7,16.9,3.7,0.4,72.875882999
18,1,51713,12.8,14.9,18.9,0,105.55976829
18,3,53402,10.5,13.9,9.4,0.7,577.03834878
18,5,59045,9.2,15.6,9.1,0.4,205.8677649
18,7,46188,10,17.1,10.4,0.3,21.524663329
18,9,42217,9.1,20.7,7,0.5,71.225374545
18,11,80567,3.2,12.6,5.4,0.2,160.41872841
18,13,61455,5.2,23.2,11.2,0.1,48.373734188
18,15,56429,7.3,18.8,10.3,0.2,54.421434495
18,17,47545,10.3,17.1,10.5,0.5,91.443726156
18,19,54240,6.9,15,8.5,0.7,317.30135426
18,21,53021,11.2,17.3,5.4,0,73.335620447
18,23,52488,7,16,10.6,0.1,79.984257434
18,25,43875,11.9,18.9,7.2,0.5,34.609095333
18,27,51032,8.6,15,23.3,0.4,77.650982373
18,29,65096,6.2,16.5,5.9,0.4,162.11122311
18,31,54622,9.8,16,6.9,0.6,71.286353726
18,33,53808,7.8,15.5,9,0,119.82111161
18,35,42705,13,16.6,9,1.9,291.08588966
18,37,58994,9.3,16.5,5.8,0.1,100.02217785
18,39,55399,10,14,15.2,0.3,445.49761916
18,41,43317,15.2,19.2,10.5,0.2,107.44071773
18,43,61754,7.7,15.2,5.6,0.8,530.67969719
18,45,49887,8.5,19.3,9.2,0.7,41.312454839
18,47,58382,6.2,17.1,5.6,0.3,59.19997401
18,49,49333,10.3,18.6,11.6,0.1,54.219276739
18,51,52620,6.6,16.9,7,0.2,69.055160301
18,53,42593,15,18.3,9,0.3,158.82833351
18,55,49177,10.6,18.9,8.5,0.1,58.845938331
18,57,94644,3.3,11.4,5,0.1,857.14024676
18,59,73142,5.3,15.6,7.1,0.1,255.48719537
18,61,57132,7.2,16.9,7.1,0.2,83.619607076
18,63,78355,3.7,13,6.4,0.1,418.56402865
18,65,48235,11.7,18.3,7.7,0,122.4151072
18,67,50869,13.1,18.6,7.7,0.5,281.64884456
18,69,52208,6.8,16.5,7.8,0.2,95.439909021
18,71,49506,12.4,15.7,9.7,0.5,86.731831454
18,73,59574,6.8,16.9,7.2,0.3,59.966439611
18,75,44772,10.8,17.1,10.8,0.5,53.231877818
18,77,51119,10.4,16.8,7.3,0.4,89.585351019
18,79,49801,11,15.7,10,0.5,73.646318083
18,81,68712,6,14.2,7.2,0.4,493.58716198
18,83,46457,12.7,17.1,7.9,0.3,70.915811337
18,85,58402,7.2,15.8,10.7,0.1,149.51197031
18,87,60675,5.1,13.2,39.2,0.2,104.34906183
18,89,54249,12.9,15.7,8.6,2.9,973.34320163
18,91,51101,12.2,16.8,8.7,0.9,183.67620597
18,93,52092,10.1,19.2,8.4,0,101.00659482
18,95,47436,13.2,17.6,8.8,0.2,286.70778078
18,97,46692,14.1,12,11.3,1.9,2432.3168245
18,99,54229,7.6,17,13,0.5,104.2739732
18,101,51224,9.1,18.5,9.2,0.4,30.542602409
18,103,47460,10.8,16.9,9.5,0.1,95.002636908
18,105,47075,11.7,12.2,7.7,3.7,376.23008348
18,107,53610,6,17.5,9.5,0.6,75.969901722
18,109,62462,8,15.9,8.1,0.1,174.54683103
18,111,53146,8.8,18.3,8.7,0.1,34.807309838
18,113,55033,5.4,15,8,0.1,116.20954268
18,115,61148,4,20.6,5.8,0.2,68.195205289
18,117,45341,13.5,18.6,8.7,0,49.31496019
18,119,48667,9.8,18.4,11.4,0.6,53.98189615
18,121,48788,9.6,18.3,15.1,0,38.084544724
18,123,51064,12.8,17.8,5.9,0.1,50.214788474
18,125,52527,7.1,19.6,3.7,0,37.059264584
18,127,68044,7.9,15.5,6.3,1.3,407.5470632
18,129,62583,7,17.4,4.5,0.1,62.112735767
18,131,48370,8.9,18.6,7.7,0.2,28.484470155
18,133,56169,8.3,15.8,8,0,78.195799548
18,135,45601,10.8,19.3,11,0.4,54.522839314
18,137,56295,7.7,17,7.3,0.3,63.446502807
18,139,50535,12.5,17.5,12.1,0.4,40.627391464
18,141,50938,11.3,15.1,9.1,1.3,593.64377524
18,143,47123,11.5,16.2,8.9,0,125.38268259
18,145,59214,7.2,16.2,7.1,0.1,108.79302183
18,147,56998,6.2,18.6,5.1,0.1,51.105463359
18,149,48895,8.5,17.4,6.5,0.1,74.382759895
18,151,56101,7,18.8,8.8,0.3,112.03546637
18,153,46517,9.8,16.8,11.6,0.3,46.221558379
18,155,47929,17.6,17.5,11.4,0,48.720392551
18,157,51844,9.5,10.9,9,3.2,392.32152734
18,159,55479,6.1,19.8,6.1,0.3,58.140600531
18,161,48227,4.5,18.1,8.6,0,43.761969841
18,163,46943,12.5,16.1,8.2,1.4,776.50862047
18,165,48377,11.1,19.2,7,0.7,60.335370079
18,167,43859,13,15.5,8.5,1.1,265.2407105
18,169,50637,9.5,20,7.7,0.7,75.134923424
18,171,61148,7,19.7,4.4,0.4,22.663054412
18,173,70648,5.5,16.7,5.5,0.3,163.71008447
18,175,47078,11,16.5,9.5,0.1,54.577519984
18,177,44228,12.2,18.6,12,0.2,163.99070715
18,179,56265,5.9,17.7,6.8,0.4,76.873101102
18,181,55086,5.6,19.2,9.3,0.3,47.713490117
18,183,61153,6.8,17.2,6.2,0,101.20933212
19,1,51859,4.9,22,6.3,0.3,12.563443789
19,3,49229,5.8,22.6,5.5,0.3,8.5066598383
19,5,51057,5.9,21.8,7.5,0.2,21.417938912
19,7,41111,9.4,22.7,6.9,0.4,24.987359546
19,9,50397,7.7,24.4,5.4,0.5,12.407403201
19,11,65475,6.5,17.7,2.7,0.2,35.811923904
19,13,52688,9.9,15.5,5.6,0.5,231.94683615
19,15,61111,3.7,17.3,3.1,0.2,45.89908405
19,17,68023,4.3,19.2,3.2,0.3,57.550411298
19,19,61409,7,17.3,5.2,0.4,37.078870166
19,21,54556,9.4,14.4,9.7,0.3,34.12772577
19,23,55999,6.6,22.1,3.2,0.2,24.888899587
19,25,50800,10.1,22.7,3.3,0.4,16.965983886
19,27,57674,5.1,19.4,2.5,0.3,35.412167908
19,29,48178,9.3,22.1,4.8,1,22.748443331
19,31,65791,3,18.8,2.2,0.5,32.145354397
19,33,52902,7.9,20.6,5.6,0.7,74.696474422
19,35,54658,5.4,23.1,4.3,0,19.474556508
19,37,55385,3.8,19.8,4.9,0.4,23.661385458
19,39,51571,11,17.6,5.9,0.5,21.789724194
19,41,47874,9.9,20.2,3.7,0.2,28.235064712
19,43,52828,4.9,22.4,6.2,0.3,22.542176089
19,45,50156,7.9,19.1,4.1,0.6,66.812594993
19,47,53609,11.5,16.9,8.1,0,23.551164344
19,49,84790,3.5,11.5,3,0.3,158.84728471
19,51,58464,10.3,17.5,26,0,17.92156117
19,53,42614,13.1,19.1,9.4,0.1,14.79652284
19,55,61179,5.2,18.8,2.9,0.2,29.447001038
19,57,49977,11.1,19.7,5.3,0.3,93.641698544
19,59,58099,4.1,24.9,4.2,0.5,45.353724812
19,61,61321,7.2,16.9,3.8,0.9,159.97222714
19,63,48542,7.9,20.1,7.1,0.2,23.259009204
19,65,50015,6.9,21.1,5.5,0.3,26.887237429
19,67,48110,10.2,21.2,8.9,0.6,31.24645399
19,69,53742,8.9,20.6,4.2,0.6,17.303228857
19,71,54281,6.5,22,5,0,13.615908945
19,73,54050,6.5,21.5,3.6,0.3,15.603445723
19,75,66965,3.7,20.2,2.3,0.1,24.373585812
19,77,57075,7.1,21.9,3.9,0.2,18.09792974
19,79,56273,4.6,19.7,4.2,0,25.614067098
19,81,61167,6.2,21.5,3.3,0.5,18.616312523
19,83,53872,5,21.1,3.9,0,29.590225761
19,85,60063,7.3,19.1,5.1,0.2,20.160928433
19,87,52428,8.3,18.1,4.1,0.1,45.946536575
19,89,52742,8.3,20.3,4.1,2,19.351436002
19,91,52219,8.1,20.5,4.1,0,22.004248277
19,93,55969,7.8,21.9,3.5,0,15.897745198
19,95,58570,5.8,18.1,5.6,0.1,27.59631515
19,97,54070,7.7,20.2,4.5,0.5,30.562376885
19,99,55727,6.1,18.8,3.6,0.5,50.909554584
19,101,43378,7.4,20.2,4.6,0,42.006949047
19,103,61640,6.7,10.8,5.5,5.5,246.56142631
19,105,56012,6.5,19.6,3.8,0.2,35.928316003
19,107,51043,6.1,21.2,3.8,0.3,17.690496463
19,109,54146,6.1,22.7,5.3,1.1,15.228258331
19,111,48571,11.4,19.6,4.6,0.4,65.031385435
19,113,64862,6.7,15.2,3.8,0.7,316.15240015
19,115,53943,8.7,17.4,4.7,0.1,27.46584375
19,117,50206,8.8,21.1,4.2,0,19.971974117
19,119,64352,3.4,17.6,4.5,0.1,20.003394347
19,121,64512,3.4,16.4,3.4,0.3,29.122675181
19,123,52950,10.6,17.8,4.2,0.4,38.704844554
19,125,58492,7.5,17.3,3.5,0.4,59.970497482
19,127,54027,7.2,17.3,6.5,0.1,68.766444364
19,129,69177,5.1,17.3,4.6,2.2,34.540247291
19,131,55553,4.7,21.5,7.6,0.1,22.565025864
19,133,45252,11.1,24.3,5.9,0,12.412258759
19,135,49549,8,19.1,7.5,0.2,17.769668271
19,137,47648,14.7,20.7,3.7,0.5,23.383809178
19,139,57348,9,15.8,3.8,0.6,97.529987564
19,141,53045,6.6,20.6,4.6,2.8,24.000272691
19,143,58125,9,20.5,5.4,0.2,14.94406449
19,145,49974,7.3,21.3,4.9,0.1,28.240359593
19,147,52462,3.3,21.4,5,0.3,15.759124018
19,149,64296,6,18,4.3,0.2,29.179614225
19,151,49877,6.9,22.6,4.7,0,11.466615017
19,153,66044,7.5,12.4,5.1,1.5,856.60533826
19,155,57467,7.9,16.5,6.3,0.9,98.058840781
19,157,53520,7.7,19.7,6,0,31.634899565
19,159,52005,7.8,24.1,5.8,0,9.1391632427
19,161,54958,7.4,22.8,5,0.1,16.905438797
19,163,58803,8.2,15.3,4.9,0.7,377.53372127
19,165,55489,6.3,22.3,5.1,0.5,19.387960371
19,167,67178,4.4,14.9,4.2,0.3,45.389191751
19,169,54554,4.9,11.3,4.6,6.5,169.62374182
19,171,55898,8.1,19.2,5.8,0.1,23.375501733
19,173,48717,4.7,21.9,7.1,0.7,11.50776661
19,175,47518,9.7,19.7,6.7,0.7,28.894466354
19,177,47083,8.5,21.2,12.5,1.3,14.529470133
19,179,45233,12.6,17.1,6,0.6,80.97727352
19,181,74383,5,15.2,2.9,0.1,90.316926025
19,183,61769,7.4,18.6,8.5,0.4,38.615577756
19,185,45017,10.1,21.6,12.3,0.4,12.257122236
19,187,44261,10.2,17.5,5.1,0.5,50.165658876
19,189,51002,5.7,20.2,2.7,0.6,25.853388122
19,191,62820,4.8,19.4,1.8,0.1,28.979356885
19,193,55483,9.6,14.4,6.9,0.8,118.12055755
19,195,54329,6.8,19.8,4.9,0.4,18.44680705
19,197,50198,10.1,21.6,5.4,0.1,21.643119997
20,1,42679,12.1,20.3,5.8,1.3,24.723295032
20,3,46274,8.2,21,9.5,0,13.556579662
20,5,48667,10.8,16.7,7.2,0,37.277258299
20,7,50613,11.9,21.5,12.2,0,3.9036217019
20,9,50198,10.9,18.2,11.5,0.7,28.795076766
20,11,40733,11.3,19.2,10.7,0,22.871229908
20,13,48547,8.7,19.2,8,0,16.753335346
20,15,63272,7.2,14.4,8.2,0.2,46.801852652
20,17,46295,9,23.5,8.9,0,3.4253773615
20,19,38690,14.3,25.9,13.1,0,5.0870192967
20,21,41103,11,18.4,12.5,0,33.934863448
20,23,46833,6.5,26.2,7.5,0,2.6051838393
20,25,50368,8.9,21.4,8.5,0,2.0458881424
20,27,56186,4.3,22.8,5.9,0.1,12.400463388
20,29,44143,6.9,20.7,9.4,0.6,12.282240647
20,31,58636,7.4,20.6,8.3,0.5,13.047055805
20,33,56912,2.9,25.7,9.3,0,2.1565461765
20,35,48087,10.7,17.6,9.7,0.1,31.008988735
20,37,40174,13.5,15,10.9,0.1,65.818822002
20,39,44104,14.9,27.7,10.5,0,3.1639003539
20,41,48167,7.8,18.9,7.4,0.1,21.799919935
20,43,49338,12.1,18.6,9.9,0.1,19.314884583
20,45,55832,7.6,11.3,7.7,2.3,268.25026837
20,47,49293,5.8,20,7.2,0,4.4991555354
20,49,38494,10.6,28.6,9.7,0,3.9269599516
20,51,52700,8.7,14.8,6.4,0.3,31.728644056
20,53,48188,7.8,20.7,5.4,0.5,8.5274061885
20,55,56573,11.4,10.2,12.9,0.8,28.008502744
20,57,53072,10.7,10.5,14,0.1,30.610846984
20,59,55486,5.6,16,7.1,0.1,44.67516335
20,61,49185,11.1,7.9,6.7,0,82.331789641
20,63,48894,11.1,26.7,10.8,0,2.4597217138
20,65,40769,6.4,26.8,7.5,0,2.7622990886
20,67,55455,2.3,11.9,18.1,0.3,12.438934873
20,69,64426,4.2,14.7,12.6,0,6.8917304517
20,71,51250,6.1,20.2,5.8,0,1.5827249843
20,73,42595,8.4,24.7,8.4,0.1,5.2322042105
20,75,45000,6.1,12.4,21.3,0,2.5478828777
20,77,49455,9,21.8,11.5,0.2,6.7841951533
20,79,56051,7.8,18.8,8.9,0,63.786246623
20,81,53527,10.4,14,18.8,0,6.8707451355
20,83,53854,6.9,22.9,9.6,0,2.08606574
20,85,55904,6.4,18.6,5.2,0.2,20.071031386
20,87,61793,5.3,18.2,7.2,0,35.7567766
20,89,42552,11.2,29.1,6.8,0,3.1638376308
20,91,84915,3.8,13.6,6,0.3,1271.9107791
20,93,51314,13.7,14.4,12.3,0,4.4087411492
20,95,58483,6.3,21.6,6.9,0,8.2833469159
20,97,51336,3.6,20.9,9.5,0.2,3.4249439775
20,99,47668,13.4,18.1,10.2,0.1,30.396972182
20,101,51719,5.9,18.9,10.7,0,2.1396447458
20,103,71184,6.1,13.5,4.5,0.2,176.42879682
20,105,46196,7.1,22.9,10,0.9,4.1173435412
20,107,43699,12.8,21.9,11,0.3,16.332789212
20,109,51597,5.1,20.9,5.5,0,2.6039305654
20,111,44191,8.8,14.5,9.1,0.5,39.168791559
20,113,57765,6.4,19.2,6.7,0.1,31.773879389
20,115,51262,5.3,22.8,6,0,12.584998727
20,117,50234,5.9,21.3,7,0.5,10.783461385
20,119,55568,10,17.7,12.9,0,4.1233733037
20,121,69150,5.3,16.7,5.1,0.2,59.451750032
20,123,45221,8,23.2,7.5,0,8.5196180086
20,125,45173,13.2,19.2,11.2,0,49.455110534
20,127,50352,5.3,24,9.1,0,8.0823455421
20,129,43925,6.1,18.3,13.5,0,3.5451436656
20,131,58644,7.2,19.6,5.5,0.8,14.260679611
20,133,44294,13,19,11.5,0.2,28.009665904
20,135,51033,5.7,24.6,7.3,0.1,2.5587597488
20,137,49891,6.8,19.9,8.3,0,6.1056184825
20,139,55036,7.6,19.1,10,0,22.606454106
20,141,48355,8.7,24.3,9.4,0.2,3.8329858362
20,143,51971,6.6,19.3,7.4,0.3,7.914193336
20,145,42853,3.8,21.4,10.8,0,8.5036672211
20,147,48272,6.5,22.2,5.5,0,5.908308454
20,149,64657,8.9,13.8,5.1,0,29.001823024
20,151,54029,6.2,18.3,7.5,0.1,12.467373808
20,153,48125,6.3,26.4,5.7,1.1,2.3657762688
20,155,49174,8.3,18.8,8.7,0.4,49.38868617
20,157,48022,5.9,27.3,3.9,0.3,6.4624296629
20,159,50764,12.3,18.1,9.1,0.3,13.132139639
20,161,49910,7.2,8.6,5.7,0.4,121.75160919
20,163,50511,4.9,21.5,8.8,0,5.5248185644
20,165,40598,4.4,24.1,7.6,0.3,4.2298084507
20,167,52806,2.5,24.2,8.1,0.1,7.7358785344
20,169,50515,8.1,16.6,9.3,0.6,75.285807566
20,171,71394,0.7,16.3,5.8,0.4,6.7211539001
20,173,54974,10,13.6,10.9,0.5,517.63208961
20,175,47025,14.5,9.8,17.6,0.4,33.49941877
20,177,55199,8.3,17.1,7.8,1,325.12414668
20,179,56071,1.8,22.7,10.5,0,2.8137505904
20,181,52847,15.2,18.7,7.8,0,5.6028797971
20,183,43438,7.1,27.4,7.2,0,4.0012762274
20,185,48563,9.3,20.6,9.3,0,5.2471696792
20,187,46726,8.6,17.7,11.3,0.9,2.9484739467
20,189,56507,16.5,13.5,16.4,0,7.5420100117
20,191,54915,10.1,18,8.6,0.1,19.325438109
20,193,57478,6.6,15.9,6.8,0,7.236529009
